stateabb,ccode,year,irst,milex,milper,energy,tpop,upop,cinc,version
ITA,325,1979,24300,7784705,490,211589,56318,16144,0.0195256,3.02
ITA,325,1980,26501,9577908,500,186197,56434,16143,0.0199166,3.02
ITA,325,1981,24778,8024579,505,181514,56508,15874,0.0188079,3.02
ITA,325,1982,24009,9089741,517,172671,56639,15769,0.0190184,3.02
ITA,325,1983,21810,9609477,498,159415,56836,15712,0.0178159,3.02
ITA,325,1984,24110,9353892,508,164834,57005,15655,0.0177444,3.02
ITA,325,1985,23898,8579000,504,163647,57141,15657,0.0173309,3.02
ITA,325,1986,22882,9760000,529,172250,57246,15658,0.0173332,3.02
ITA,325,1987,22859,13360000,504,170663,57345,15660,0.0173453,3.02
ITA,325,1988,23760,16130000,506,174559,57441,15661,0.0175135,3.02
ITA,325,1989,25176,16690000,506,180366,57541,15663,0.01857,3.02
ITA,325,1990,25452,19580000,493,200364,57661,15690,0.0186942,3.02
ITA,325,1991,25032,19720000,473,203213,56751,15716,0.0193435,3.02
ITA,325,1992,24744,19890000,471,205285,56859,15743,0.0200077,3.02
ITA,325,1993,25848,20570000,450,204476,57049,15770,0.020366,3.02
ITA,325,1994,26151,16100000,436,200417,57204,15797,0.0188267,3.02
ITA,325,1995,27766,19376000,435,206889,57301,15825,0.0195609,3.02
ITA,325,1996,23910,23947000,431,210225,57380,15854,0.0194777,3.02
ITA,325,1997,25842,22724000,419,237951,57523,15882,0.0199954,3.02
ITA,325,1998,25714,23943000,402,238756,57369,15911,0.0203342,3.02
ITA,325,1999,24878,22664000,391,238877,57343,15940,0.0196342,3.02
ITA,325,2000,26759,20488000,251,238992,57298,15958,0.0179982,3.02
ITA,325,2001,26690,20966000,230,239113,57297,15975,0.0178233,3.02
PAP,327,1816,0,-9,2,-9,2355,147,0.0089736,3.02
PAP,327,1817,0,-9,3,-9,2368,147,0.0089974,3.02
PAP,327,1818,0,-9,4,-9,2381,147,0.0090424,3.02
PAP,327,1819,0,-9,5,-9,2395,146,0.0089553,3.02
PAP,327,1820,0,-9,4,-9,2408,146,0.0086238,3.02
PAP,327,1821,0,-9,2,-9,2421,146,0.0082145,3.02
PAP,327,1822,0,-9,6,-9,2435,146,0.0084806,3.02
PAP,327,1823,0,-9,9,-9,2462,146,0.0088186,3.02
PAP,327,1824,0,-9,9,-9,2489,145,0.0085321,3.02
PAP,327,1825,0,-9,9,-9,2516,145,0.0084022,3.02
PAP,327,1826,0,-9,9,-9,2542,145,0.0083595,3.02
PAP,327,1827,0,-9,10,-9,2568,145,0.0081788,3.02
PAP,327,1828,0,-9,9,-9,2595,145,0.0079569,3.02
PAP,327,1829,0,-9,9,-9,2622,145,0.0078307,3.02
PAP,327,1830,0,-9,9,-9,2649,146,0.007577,3.02
PAP,327,1831,0,-9,9,-9,2676,147,0.0074109,3.02
PAP,327,1832,0,-9,11,-9,2704,148,0.0076552,3.02
PAP,327,1833,0,-9,13,-9,2732,150,0.0078147,3.02
PAP,327,1834,0,-9,15,-9,2750,151,0.0080707,3.02
PAP,327,1835,0,-9,15,-9,2768,153,0.0081112,3.02
PAP,327,1836,0,-9,15,-9,2786,155,0.0077827,3.02
PAP,327,1837,0,-9,18,-9,2804,157,0.0083791,3.02
PAP,327,1838,0,-9,17,-9,2822,158,0.0081179,3.02
PAP,327,1839,0,-9,15,-9,2840,159,0.0076985,3.02
PAP,327,1840,0,-9,15,-9,2858,160,0.0075747,3.02
PAP,327,1841,0,-9,15,-9,2875,161,0.0074088,3.02
PAP,327,1842,0,-9,15,-9,2894,163,0.0073183,3.02
PAP,327,1843,0,-9,15,-9,2912,164,0.0072088,3.02
PAP,327,1844,0,-9,13,-9,2930,165,0.0069785,3.02
PAP,327,1845,0,-9,11,-9,2944,166,0.0067806,3.02
PAP,327,1846,0,-9,9,-9,2957,168,0.0064403,3.02
PAP,327,1847,0,-9,12,-9,2971,169,0.0066627,3.02
PAP,327,1848,0,-9,13,-9,2985,170,0.006696,3.02
PAP,327,1849,0,-9,13,-9,2999,172,0.0065551,3.02
PAP,327,1850,0,-9,14,-9,3013,173,0.0065238,3.02
PAP,327,1851,0,-9,14,-9,3027,174,0.0065902,3.02
PAP,327,1852,0,-9,15,-9,3041,176,0.006451,3.02
PAP,327,1853,0,646,16,-9,3055,176,0.0066764,3.02
PAP,327,1854,0,766,12,-9,3069,177,0.0055485,3.02
PAP,327,1855,0,750,13,-9,3083,177,0.0053513,3.02
PAP,327,1856,0,335,11,-9,3097,178,0.0046905,3.02
PAP,327,1857,0,379,11,-9,3111,179,0.0050787,3.02
PAP,327,1858,0,311,11,-9,3125,180,0.0049459,3.02
PAP,327,1859,0,363,11,-9,3143,183,0.0048058,3.02
PAP,327,1860,0,781,19,-9,3162,184,0.0045924,3.02
SIC,329,1816,0,-9,27,-9,6573,465,0.0299878,3.02
SIC,329,1817,0,-9,27,-9,6651,468,0.0300405,3.02
SIC,329,1818,0,-9,27,-9,6730,472,0.030109,3.02
SIC,329,1819,0,-9,35,-9,6811,476,0.0306386,3.02
SIC,329,1820,0,-9,42,-9,6892,479,0.0307145,3.02
SIC,329,1821,0,-9,49,-9,6974,483,0.0307325,3.02
SIC,329,1822,0,-9,55,-9,7058,486,0.0307649,3.02
SIC,329,1823,0,-9,53,-9,7142,490,0.0311795,3.02
SIC,329,1824,0,-9,33,-9,7227,494,0.0280135,3.02
SIC,329,1825,0,-9,33,-9,7314,497,0.0277047,3.02
SIC,329,1826,0,-9,33,-9,7378,501,0.0277353,3.02
SIC,329,1827,0,-9,34,-9,7443,505,0.0269066,3.02
SIC,329,1828,0,-9,31,-9,7508,509,0.0263073,3.02
SIC,329,1829,0,-9,33,-9,7574,512,0.0261823,3.02
SIC,329,1830,0,-9,33,-9,7641,516,0.0253051,3.02
SIC,329,1831,0,-9,31,-9,7708,520,0.0245369,3.02
SIC,329,1832,0,-9,33,-9,7776,524,0.0248467,3.02
SIC,329,1833,0,-9,34,-9,7845,528,0.0246803,3.02
SIC,329,1834,0,-9,34,-9,7892,532,0.0247014,3.02
SIC,329,1835,0,-9,35,-9,7940,536,0.0247823,3.02
SIC,329,1836,0,-9,35,-9,7988,540,0.0238882,3.02
SIC,329,1837,0,-9,30,-9,8037,544,0.0237191,3.02
SIC,329,1838,0,-9,36,-9,8086,548,0.0240582,3.02
SIC,329,1839,0,-9,37,-9,8142,552,0.0236612,3.02
SIC,329,1840,0,-9,38,-9,8200,556,0.0234158,3.02
SIC,329,1841,0,-9,38,-9,8258,560,0.0229157,3.02
SIC,329,1842,0,-9,39,-9,8316,564,0.022687,3.02
SIC,329,1843,0,-9,39,-9,8374,569,0.0223851,3.02
SIC,329,1844,0,-9,40,-9,8434,573,0.0223692,3.02
SIC,329,1845,0,-9,40,-9,8503,577,0.0224227,3.02
SIC,329,1846,0,-9,41,-9,8572,581,0.0220068,3.02
SIC,329,1847,0,-9,47,-9,8643,586,0.0223832,3.02
SIC,329,1848,0,-9,49,-9,8714,590,0.0223923,3.02
SIC,329,1849,0,-9,46,-9,8793,595,0.0215962,3.02
SIC,329,1850,0,-9,53,-9,8874,599,0.0218318,3.02
SIC,329,1851,0,-9,53,-9,8955,604,0.0221676,3.02
SIC,329,1852,0,-9,43,-9,9038,608,0.0204509,3.02
SIC,329,1853,0,-9,53,-9,9077,613,0.020871,3.02
SIC,329,1854,0,-9,57,-9,9117,617,0.0205592,3.02
SIC,329,1855,0,-9,57,-9,9157,622,0.0191325,3.02
SIC,329,1856,0,-9,94,-9,9197,626,0.0204743,3.02
SIC,329,1857,0,-9,94,-9,9238,631,0.0219539,3.02
SIC,329,1858,0,2327,94,-9,9279,636,0.0223893,3.02
SIC,329,1859,0,3091,93,-9,9246,641,0.0219091,3.02
SIC,329,1860,0,-9,92,-9,9212,645,0.0156053,3.02
SIC,329,1861,0,-9,91,-9,9179,647,0.0149362,3.02
SNM,331,1992,0,0,0,87,24,0,1.97E-06,3.02
SNM,331,1993,0,0,0,86,24,0,1.93E-06,3.02
SNM,331,1994,0,0,0,88,25,0,1.94E-06,3.02
SNM,331,1995,0,0,0,90,25,0,1.93E-06,3.02
SNM,331,1996,0,0,0,92,25,0,1.91E-06,3.02
SNM,331,1997,0,0,0,108,26,0,2.26E-06,3.02
SNM,331,1998,0,0,0,108,26,0,2.26E-06,3.02
SNM,331,1999,0,0,0,108,26,0,2.25E-06,3.02
SNM,331,2000,0,0,0,113,27,0,2.34E-06,3.02
SNM,331,2001,0,0,0,113,27,0,2.33E-06,3.02
MOD,332,1842,0,-9,2,-9,499,0,0.0005963,3.02
MOD,332,1843,0,-9,2,-9,503,0,0.0005899,3.02
MOD,332,1844,0,-9,2,-9,507,0,0.0005927,3.02
MOD,332,1845,0,-9,2,-9,523,0,0.0006178,3.02
MOD,332,1846,0,-9,2,-9,540,0,0.0006146,3.02
MOD,332,1847,0,-9,2,-9,557,0,0.0006186,3.02
MOD,332,1848,0,-9,3,-9,576,0,0.0007266,3.02
MOD,332,1849,0,-9,3,-9,581,0,0.0007024,3.02
MOD,332,1850,0,-9,4,-9,586,0,0.0007766,3.02
MOD,332,1851,0,-9,4,-9,592,0,0.0008154,3.02
MOD,332,1852,0,-9,4,-9,598,0,0.0007833,3.02
MOD,332,1853,0,-9,4,-9,599,0,0.0007659,3.02
MOD,332,1854,0,-9,4,-9,601,0,0.0007365,3.02
MOD,332,1855,0,-9,4,-9,603,0,0.0006628,3.02
MOD,332,1856,0,91,4,-9,605,0,0.0006271,3.02
MOD,332,1857,0,94,4,-9,607,0,0.0007447,3.02
MOD,332,1858,0,97,5,-9,610,0,0.000833,3.02
MOD,332,1859,0,101,5,-9,607,0,0.0007801,3.02
MOD,332,1860,0,109,5,-9,604,0,0.0005455,3.02
PMA,335,1851,0,115,5,-9,501,0,0.000974,3.02
PMA,335,1852,0,110,6,-9,503,0,0.0009924,3.02
PMA,335,1853,0,105,6,-9,502,0,0.0009473,3.02
PMA,335,1854,0,99,3,-9,502,0,0.0005799,3.02
PMA,335,1855,0,87,3,-9,502,0,0.0005284,3.02
PMA,335,1856,0,78,2,-9,502,0,0.0004667,3.02
PMA,335,1857,0,81,4,-9,502,0,0.0006622,3.02
PMA,335,1858,0,84,4,-9,502,0,0.0006865,3.02
PMA,335,1859,0,89,3,-9,503,0,0.0005835,3.02
PMA,335,1860,0,93,3,-9,503,0,0.0004055,3.02
TUS,337,1816,0,101,4,-9,1163,0,0.0018349,3.02
TUS,337,1817,0,102,4,-9,1152,0,0.0018616,3.02
TUS,337,1818,0,104,4,-9,1143,0,0.0019056,3.02
TUS,337,1819,0,109,3,-9,1159,0,0.001782,3.02
TUS,337,1820,0,112,3,-9,1172,0,0.0017675,3.02
TUS,337,1821,0,117,3,-9,1189,0,0.0017953,3.02
TUS,337,1822,0,125,12,-9,1202,0,0.0026072,3.02
TUS,337,1823,0,129,3,-9,1216,0,0.0018684,3.02
TUS,337,1824,0,133,3,-9,1237,0,0.0019132,3.02
TUS,337,1825,0,141,3,-9,1256,0,0.0019868,3.02
TUS,337,1826,0,147,3,-9,1277,0,0.0020254,3.02
TUS,337,1827,0,152,3,-9,1295,0,0.0020454,3.02
TUS,337,1828,0,151,3,-9,1315,0,0.0020326,3.02
TUS,337,1829,0,150,3,-9,1336,0,0.0019739,3.02
TUS,337,1830,0,148,3,-9,1348,0,0.0018966,3.02
TUS,337,1831,0,147,3,-9,1365,0,0.001741,3.02
TUS,337,1832,0,146,3,-9,1378,0,0.001762,3.02
TUS,337,1833,0,144,3,-9,1393,0,0.00179,3.02
TUS,337,1834,0,143,3,-9,1401,0,0.0018265,3.02
TUS,337,1835,0,141,3,-9,1421,0,0.0018289,3.02
TUS,337,1836,0,141,3,-9,1436,0,0.001804,3.02
TUS,337,1837,0,157,3,-9,1451,0,0.0018866,3.02
TUS,337,1838,0,163,3,-9,1466,0,0.0018782,3.02
TUS,337,1839,0,167,3,-9,1481,0,0.0018381,3.02
TUS,337,1840,0,171,6,-9,1494,0,0.0020105,3.02
TUS,337,1841,0,175,6,-9,1489,0,0.0019699,3.02
TUS,337,1842,0,178,6,-9,1498,0,0.0019577,3.02
TUS,337,1843,0,185,6,-9,1513,0,0.001985,3.02
TUS,337,1844,0,191,6,-9,1532,0,0.0020157,3.02
TUS,337,1845,0,199,6,-9,1546,0,0.0020643,3.02
TUS,337,1846,0,205,6,-9,1565,100,0.003498,3.02
TUS,337,1847,0,211,6,-9,1580,102,0.0035343,3.02
TUS,337,1848,0,219,6,-9,1547,103,0.0034357,3.02
TUS,337,1849,0,224,6,-9,1554,105,0.0034184,3.02
TUS,337,1850,0,235,12,-9,1563,107,0.0038721,3.02
TUS,337,1851,0,231,10,-9,1758,108,0.003901,3.02
TUS,337,1852,0,227,10,-9,1775,111,0.0037884,3.02
TUS,337,1853,0,232,12,-9,1793,113,0.0038613,3.02
TUS,337,1854,0,254,13,-9,1812,116,0.0035689,3.02
TUS,337,1855,0,262,15,-9,1814,115,0.0034264,3.02
TUS,337,1856,0,268,15,-9,1776,114,0.0033053,3.02
TUS,337,1857,0,269,12,-9,1783,114,0.003469,3.02
TUS,337,1858,0,277,15,-9,1793,114,0.0036928,3.02
TUS,337,1859,0,278,18,-9,1806,113,0.0036669,3.02
TUS,337,1860,0,783,21,-9,1815,113,0.0036835,3.02
MLT,338,1964,0,0,1,163,323,0,0.0000301,3.02
MLT,338,1965,0,0,1,163,319,0,0.0000295,3.02
MLT,338,1966,0,0,1,163,317,0,0.0000281,3.02
MLT,338,1967,0,0,2,163,310,0,0.000034,3.02
MLT,338,1968,0,0,2,163,302,0,0.0000325,3.02
MLT,338,1969,0,0,2,163,302,0,0.0000317,3.02
MLT,338,1970,0,0,3,163,303,0,0.0000375,3.02
MLT,338,1971,0,1000,2,165,303,0,0.0000314,3.02
MLT,338,1972,0,1000,2,162,303,0,0.0000304,3.02
MLT,338,1973,0,1000,2,164,303,0,0.0000298,3.02
MLT,338,1974,0,2000,4,164,302,0,0.0000418,3.02
MLT,338,1975,0,2000,3,152,304,0,0.0000353,3.02
MLT,338,1976,0,2000,4,167,309,0,0.0000419,3.02
MLT,338,1977,0,3000,7,169,313,0,0.0000618,3.02
MLT,338,1978,0,4000,7,159,317,0,0.0000605,3.02
MLT,338,1979,0,5000,6,161,320,0,0.000054,3.02
MLT,338,1980,0,5000,1,162,304,0,0.0000218,3.02
MLT,338,1981,0,7000,1,164,327,0,0.0000228,3.02
MLT,338,1982,0,11000,1,165,325,0,0.0000232,3.02
MLT,338,1983,0,15000,1,167,328,0,0.0000239,3.02
MLT,338,1984,0,15000,1,168,337,0,0.0000236,3.02
MLT,338,1985,0,13045,1,171,340,0,0.0000232,3.02
MLT,338,1986,0,17070,1,175,342,0,0.0000236,3.02
MLT,338,1987,0,23180,1,175,344,0,0.0000243,3.02
MLT,338,1988,0,22380,1,176,347,0,0.0000237,3.02
MLT,338,1989,0,21590,2,178,351,0,0.0000303,3.02
MLT,338,1990,0,21190,2,180,354,0,0.0000295,3.02
MLT,338,1991,0,21790,2,181,358,0,0.0000309,3.02
MLT,338,1992,0,27000,2,183,361,0,0.0000331,3.02
MLT,338,1993,0,21000,2,186,365,0,0.0000324,3.02
MLT,338,1994,0,28000,2,189,368,0,0.0000336,3.02
MLT,338,1995,0,32000,2,193,371,0,0.0000344,3.02
MLT,338,1996,0,34000,2,196,373,0,0.0000349,3.02
MLT,338,1997,0,31000,2,761,375,0,0.0000428,3.02
MLT,338,1998,0,30000,2,780,384,0,0.0000435,3.02
MLT,338,1999,0,27000,2,788,386,0,0.0000429,3.02
MLT,338,2000,0,27000,2,795,389,0,0.0000428,3.02
MLT,338,2001,0,24000,2,803,389,0,0.000043,3.02
ALB,339,1914,0,1663,2,0,724,0,0.0001837,3.02
ALB,339,1915,0,1612,2,0,735,0,0.0001241,3.02
ALB,339,1916,0,1598,2,0,747,0,0.0001237,3.02
ALB,339,1917,0,1567,2,0,759,0,0.0001212,3.02
ALB,339,1918,0,1545,3,0,771,0,0.0001265,3.02
ALB,339,1919,0,1523,3,0,783,0,0.0001631,3.02
ALB,339,1920,0,1493,4,0,795,0,0.000204,3.02
ALB,339,1921,0,1442,3,0,808,0,0.0001934,3.02
ALB,339,1922,0,1411,5,0,821,0,0.0002404,3.02
ALB,339,1923,0,1213,8,0,834,0,0.0003222,3.02
ALB,339,1924,0,1104,8,0,847,0,0.0003746,3.02
ALB,339,1925,0,1036,8,1,861,0,0.0003666,3.02
ALB,339,1926,0,975,8,1,874,0,0.0003646,3.02
ALB,339,1927,0,1158,8,1,888,0,0.0003693,3.02
ALB,339,1928,0,2351,10,2,902,0,0.0004568,3.02
ALB,339,1929,0,2856,11,2,916,0,0.0004971,3.02
ALB,339,1930,0,2822,11,3,931,0,0.000488,3.02
ALB,339,1931,0,2992,11,3,946,0,0.0004948,3.02
ALB,339,1932,0,2832,13,4,961,0,0.0005657,3.02
ALB,339,1933,0,2470,13,5,976,0,0.0005218,3.02
ALB,339,1934,0,2342,13,12,991,0,0.0004812,3.02
ALB,339,1935,0,2198,9,27,1005,0,0.0003241,3.02
ALB,339,1936,0,2486,9,62,1014,0,0.0003341,3.02
ALB,339,1937,0,2812,9,142,1030,0,0.0003312,3.02
ALB,339,1938,0,3143,9,170,1040,0,0.0003392,3.02
ALB,339,1939,0,6984,9,174,1070,0,0.0002976,3.02
ALB,339,1944,0,9156,60,193,1112,0,0.0003696,3.02
ALB,339,1945,0,10254,60,197,1122,0,0.0003373,3.02
ALB,339,1946,0,11946,60,201,1138,0,0.0007929,3.02
ALB,339,1947,0,12458,60,206,1154,0,0.0008438,3.02
ALB,339,1948,0,13874,60,210,1164,0,0.0008609,3.02
ALB,339,1949,0,15760,65,214,1183,0,0.0008375,3.02
ALB,339,1950,0,18865,60,207,1215,0,0.0007516,3.02
ALB,339,1951,0,20011,55,258,1242,0,0.0006305,3.02
ALB,339,1952,0,20459,61,254,1270,0,0.0006292,3.02
ALB,339,1953,0,22779,53,279,1302,0,0.0005644,3.02
ALB,339,1954,0,28305,41,344,1340,100,0.0005296,3.02
ALB,339,1955,0,31544,39,421,1379,103,0.0005177,3.02
ALB,339,1956,0,34268,37,525,1420,108,0.0005204,3.02
ALB,339,1957,0,37541,33,858,1462,112,0.0005117,3.02
ALB,339,1958,0,40027,31,750,1507,117,0.000499,3.02
ALB,339,1959,0,42029,27,882,1556,122,0.0004713,3.02
ALB,339,1960,0,52458,27,1241,1611,127,0.0004937,3.02
ALB,339,1961,0,59236,50,1302,1660,132,0.0007058,3.02
ALB,339,1962,0,61663,50,1329,1712,137,0.0006801,3.02
ALB,339,1963,0,72019,52,1256,1764,143,0.0006811,3.02
ALB,339,1964,0,82560,52,1294,1817,149,0.0006799,3.02
ALB,339,1965,0,83042,52,1397,1870,155,0.0006949,3.02
ALB,339,1966,0,91761,52,1534,1923,162,0.0006584,3.02
ALB,339,1967,0,91769,52,1710,1965,169,0.0006408,3.02
ALB,339,1968,0,96803,52,1972,2019,176,0.0006309,3.02
ALB,339,1969,0,94832,52,2280,2080,183,0.0006242,3.02
ALB,339,1970,0,98041,52,3115,2136,190,0.0006316,3.02
ALB,339,1971,0,115619,52,3408,2187,194,0.0006458,3.02
ALB,339,1972,0,117214,52,4156,2242,199,0.0006463,3.02
ALB,339,1973,0,124830,52,4171,2294,204,0.0006358,3.02
ALB,339,1974,0,125194,53,3732,2347,209,0.0006092,3.02
ALB,339,1975,0,131878,52,3924,2401,222,0.0006072,3.02
ALB,339,1976,0,135621,52,4142,2454,227,0.0006089,3.02
ALB,339,1977,0,137905,45,4410,2508,232,0.0005659,3.02
ALB,339,1978,0,154359,45,4616,2563,238,0.0005602,3.02
ALB,339,1979,0,167715,45,5399,2617,243,0.0005667,3.02
ALB,339,1980,230,171453,46,4285,2670,247,0.0006023,3.02
ALB,339,1981,227,188300,41,4841,2724,225,0.0005725,3.02
ALB,339,1982,225,156763,42,4787,2780,202,0.0005674,3.02
ALB,339,1983,222,130560,42,4880,2838,206,0.0005595,3.02
ALB,339,1984,220,130000,41,4963,2897,210,0.0005388,3.02
ALB,339,1985,217,188890,40,4768,2957,215,0.0005393,3.02
ALB,339,1986,215,168800,42,4786,3016,223,0.0005401,3.02
ALB,339,1987,212,196360,42,4380,3076,225,0.0005327,3.02
ALB,339,1988,210,157000,42,4058,3138,232,0.0005114,3.02
ALB,339,1989,205,167300,40,4130,3199,239,0.0005091,3.02
ALB,339,1990,143,171200,48,3657,3256,244,0.0005302,3.02
ALB,339,1991,28,103190,40,2102,3255,248,0.0004478,3.02
ALB,339,1992,20,34700,65,1574,3363,252,0.0006084,3.02
ALB,339,1993,19,105000,65,1189,3485,254,0.0006357,3.02
ALB,339,1994,19,97500,65,810,3547,257,0.0006372,3.02
ALB,339,1995,22,89000,52,945,3609,260,0.0005489,3.02
ALB,339,1996,23,103000,52,912,3650,263,0.0005601,3.02
ALB,339,1997,22,94000,52,1344,3731,267,0.0005699,3.02
ALB,339,1998,22,102000,20,1307,3119,270,0.0003171,3.02
ALB,339,1999,16,140000,18,1309,3113,273,0.0003057,3.02
ALB,339,2000,5,113000,54,1311,3113,279,0.0005727,3.02
ALB,339,2001,5,106000,27,1312,3111,285,0.000375,3.02
MAC,343,1993,137,30000,10,4550,2115,393,0.0002855,3.02
MAC,343,1994,67,35741,10,3355,2137,430,0.0002569,3.02
MAC,343,1995,33,42580,16,3386,1963,433,0.0002868,3.02
MAC,343,1996,2,50728,15,4071,2174,435,0.0002884,3.02
MAC,343,1997,50,60435,15,4206,2190,438,0.000307,3.02
MAC,343,1998,49,72000,15,4786,1999,440,0.0003147,3.02
MAC,343,1999,49,67000,16,4792,2011,443,0.0003194,3.02
MAC,343,2000,50,71000,16,4798,2024,445,0.0003182,3.02
MAC,343,2001,50,73000,16,4804,2024,446,0.0003243,3.02
CRO,344,1992,102,561000,103,10961,4470,1166,0.001285,3.02
CRO,344,1993,74,1340000,80,12450,4641,1171,0.0013431,3.02
CRO,344,1994,63,1000000,70,12333,4649,1175,0.0011721,3.02
CRO,344,1995,45,1773000,60,12728,4669,1184,0.0012504,3.02
CRO,344,1996,46,1308000,58,12305,4494,1193,0.0011282,3.02
CRO,344,1997,69,1241000,58,10214,4498,1202,0.0011132,3.02
CRO,344,1998,100,1089000,58,10431,4481,1212,0.001104,3.02
CRO,344,1999,74,662000,60,10425,4477,1221,0.0010188,3.02
CRO,344,2000,71,509000,61,10418,4473,1230,0.0009873,3.02
CRO,344,2001,58,512000,58,10412,4473,1239,0.0009834,3.02
YUG,345,1878,0,281,7,29,1428,0,0.0007711,3.02
YUG,345,1879,0,302,7,31,1750,0,0.0009257,3.02
YUG,345,1880,0,349,7,32,1779,0,0.0009775,3.02
YUG,345,1881,0,357,7,34,1809,0,0.0009566,3.02
YUG,345,1882,0,415,7,36,1839,0,0.0009996,3.02
YUG,345,1883,0,523,10,38,1870,0,0.0012608,3.02
YUG,345,1884,0,648,18,38,1901,0,0.0016413,3.02
YUG,345,1885,0,603,13,39,1942,0,0.0014015,3.02
YUG,345,1886,0,555,13,39,1984,0,0.0013652,3.02
YUG,345,1887,0,555,13,40,2027,0,0.0013431,3.02
YUG,345,1888,0,575,13,41,2071,0,0.0012916,3.02
YUG,345,1889,0,575,13,42,2116,0,0.0013062,3.02
YUG,345,1890,0,382,10,43,2161,0,0.0010291,3.02
YUG,345,1891,0,386,10,45,2191,0,0.0010399,3.02
YUG,345,1892,0,449,12,45,2220,0,0.0011548,3.02
YUG,345,1893,0,449,13,49,2251,0,0.0011757,3.02
YUG,345,1894,0,494,17,49,2281,0,0.00133,3.02
YUG,345,1895,0,494,19,53,2312,0,0.0013794,3.02
YUG,345,1896,0,560,22,54,2347,0,0.0015314,3.02
YUG,345,1897,0,560,22,56,2383,0,0.0014482,3.02
YUG,345,1898,0,625,23,57,2419,0,0.0014165,3.02
YUG,345,1899,0,720,23,58,2455,0,0.001497,3.02
YUG,345,1900,0,794,22,61,2492,0,0.0013822,3.02
YUG,345,1901,0,711,22,62,2530,0,0.0013562,3.02
YUG,345,1902,0,675,24,60,2569,0,0.001403,3.02
YUG,345,1903,0,732,26,61,2608,0,0.001506,3.02
YUG,345,1904,0,904,27,64,2648,0,0.0015735,3.02
YUG,345,1905,0,804,27,66,2688,0,0.001298,3.02
YUG,345,1906,0,805,28,71,2731,0,0.0015142,3.02
YUG,345,1907,0,817,34,87,2775,0,0.001729,3.02
YUG,345,1908,0,862,29,102,2820,0,0.0015727,3.02
YUG,345,1909,0,1070,36,85,2865,101,0.0019785,3.02
YUG,345,1910,0,1031,35,100,2911,109,0.0019439,3.02
YUG,345,1911,0,1071,30,150,3068,120,0.0018167,3.02
YUG,345,1912,0,1184,31,150,3052,128,0.0018971,3.02
YUG,345,1913,0,1194,32,198,3003,138,0.0017764,3.02
YUG,345,1914,0,4156,41,262,4023,146,0.0018857,3.02
YUG,345,1915,0,9741,84,347,4043,158,0.0014046,3.02
YUG,345,1916,0,11987,102,458,4063,171,0.0015532,3.02
YUG,345,1917,0,16789,156,606,4084,185,0.0018316,3.02
YUG,345,1918,0,20145,201,801,4104,192,0.0021592,3.02
YUG,345,1919,20,26974,255,1059,11710,208,0.0057868,3.02
YUG,345,1920,23,30270,205,1500,11882,215,0.0059559,3.02
YUG,345,1921,27,33109,155,1600,12059,322,0.0056322,3.02
YUG,345,1922,44,22668,255,2322,12239,337,0.0076831,3.02
YUG,345,1923,51,13941,154,2511,12422,354,0.0062642,3.02
YUG,345,1924,41,22171,152,2540,12607,371,0.0075731,3.02
YUG,345,1925,53,39445,152,2889,12796,390,0.0081369,3.02
YUG,345,1926,64,41566,118,2801,12987,410,0.0072907,3.02
YUG,345,1927,73,42299,110,3189,13181,430,0.0069583,3.02
YUG,345,1928,84,42743,111,3485,13378,452,0.0069059,3.02
YUG,345,1929,98,40638,112,3979,13577,475,0.0068675,3.02
YUG,345,1930,86,42721,112,3823,13780,498,0.0068354,3.02
YUG,345,1931,92,38724,114,3299,13982,524,0.0068975,3.02
YUG,345,1932,71,35890,104,3117,14174,550,0.0068366,3.02
YUG,345,1933,90,24540,114,2880,14369,577,0.00641,3.02
YUG,345,1934,90,41973,115,2964,14566,606,0.0063762,3.02
YUG,345,1935,100,45600,123,3078,14767,637,0.0057533,3.02
YUG,345,1936,125,51168,124,3029,14970,669,0.0058908,3.02
YUG,345,1937,169,55651,142,3429,15172,703,0.0061047,3.02
YUG,345,1938,227,64038,144,3184,15384,738,0.0063461,3.02
YUG,345,1939,235,98514,146,3335,15596,759,0.0054651,3.02
YUG,345,1940,258,121456,149,3976,15811,774,0.0044671,3.02
YUG,345,1941,211,179324,150,3160,15724,796,0.0043765,3.02
YUG,345,1944,208,211587,153,2514,14494,828,0.0033642,3.02
YUG,345,1945,67,284155,156,2006,14840,853,0.0032199,3.02
YUG,345,1946,202,301243,159,3952,15186,876,0.0053408,3.02
YUG,345,1947,311,330000,159,5394,15539,930,0.00589,3.02
YUG,345,1948,368,540000,245,6114,15901,988,0.0080174,3.02
YUG,345,1949,401,474460,245,6980,16133,1049,0.0071594,3.02
YUG,345,1950,428,790000,245,7552,16346,1114,0.0082214,3.02
YUG,345,1951,434,668400,367,7068,16588,1183,0.0075596,3.02
YUG,345,1952,442,607333,367,7133,16798,1256,0.0067708,3.02
YUG,345,1953,515,558000,367,7226,17048,1331,0.0065921,3.02
YUG,345,1954,616,542333,367,8688,17284,1332,0.0066846,3.02
YUG,345,1955,805,531000,370,10021,17519,1333,0.0065908,3.02
YUG,345,1956,887,526667,370,11582,17685,1334,0.0066897,3.02
YUG,345,1957,1049,530000,370,12537,17859,1394,0.0068056,3.02
YUG,345,1958,1119,595000,370,12514,18018,1457,0.007021,3.02
