stateabb,ccode,year,irst,milex,milper,energy,tpop,upop,cinc,version
AUS,305,1928,636,13860,20,8197,6643,2127,0.0057811,3.02
AUS,305,1929,632,14029,21,9293,6664,2129,0.0056732,3.02
AUS,305,1930,468,15242,21,7329,6684,2130,0.0054063,3.02
AUS,305,1931,323,14283,21,7066,6705,2131,0.0053476,3.02
AUS,305,1932,205,11340,21,5908,6725,2133,0.0051378,3.02
AUS,305,1933,226,12054,21,5629,6746,2134,0.0048335,3.02
AUS,305,1934,309,19646,21,5526,6760,2136,0.0047967,3.02
AUS,305,1935,364,21808,25,5554,6761,2137,0.0045575,3.02
AUS,305,1936,418,23763,26,5325,6758,2138,0.0044386,3.02
AUS,305,1937,650,39383,42,5913,6755,2140,0.0050165,3.02
AUS,305,1938,673,41523,58,2362,6753,2141,0.0051238,3.02
AUS,305,1955,1823,7209,15,11459,6947,2275,0.0033668,3.02
AUS,305,1956,2078,38500,19,11379,6952,2274,0.0034602,3.02
AUS,305,1957,2509,65923,23,11465,6966,2273,0.0036822,3.02
AUS,305,1958,2393,76385,27,10381,6987,2272,0.0036532,3.02
AUS,305,1959,2512,76500,31,10201,7014,2271,0.0034738,3.02
AUS,305,1960,3163,72724,35,12008,7048,2270,0.0036388,3.02
AUS,305,1961,3101,72581,38,12138,7086,2270,0.0035688,3.02
AUS,305,1962,2970,80247,38,12930,7130,2283,0.0034209,3.02
AUS,305,1963,2947,100851,75,13994,7176,2297,0.0036051,3.02
AUS,305,1964,3194,131736,55,14458,7224,2312,0.0033767,3.02
AUS,305,1965,3221,114302,55,13880,7271,2326,0.0032506,3.02
AUS,305,1966,3193,134183,55,14218,7322,2340,0.0031171,3.02
AUS,305,1967,3023,141297,60,14451,7371,2354,0.0030074,3.02
AUS,305,1968,3467,145865,55,14868,7409,2333,0.0029825,3.02
AUS,305,1969,3926,154791,55,15860,7441,2383,0.0030121,3.02
AUS,305,1970,4079,164722,55,18460,7467,2308,0.0029601,3.02
AUS,305,1971,3960,172276,60,20936,7500,2310,0.0030096,3.02
AUS,305,1972,4070,211984,60,22496,7544,2314,0.0029442,3.02
AUS,305,1973,4238,271910,60,24190,7586,2318,0.0028884,3.02
AUS,305,1974,4699,351210,60,23835,7599,2322,0.0029546,3.02
AUS,305,1975,4068,456221,50,22475,7579,2326,0.0028084,3.02
AUS,305,1976,4377,499028,40,24893,7566,2330,0.0027784,3.02
AUS,305,1977,4093,575724,37,23565,7568,2335,0.0026499,3.02
AUS,305,1978,4335,741427,40,25525,7562,2298,0.0026892,3.02
AUS,305,1979,4917,863330,40,27294,7549,2286,0.0027816,3.02
AUS,305,1980,4624,947596,40,22621,7549,2302,0.0026457,3.02
AUS,305,1981,4656,700215,40,24642,7569,2317,0.0026121,3.02
AUS,305,1982,4258,829546,40,22840,7576,2318,0.0025809,3.02
AUS,305,1983,4411,937463,50,21628,7567,2319,0.0026215,3.02
AUS,305,1984,4870,792584,40,24252,7571,2320,0.0025695,3.02
AUS,305,1985,4660,863940,40,25085,7578,2328,0.0025183,3.02
AUS,305,1986,4292,1230000,39,24036,7588,2337,0.0024544,3.02
AUS,305,1987,4301,1446000,70,24393,7598,2345,0.0026125,3.02
AUS,305,1988,4560,1430000,55,25602,7615,2354,0.0025039,3.02
AUS,305,1989,5004,1410000,48,25836,7659,2362,0.0025988,3.02
AUS,305,1990,4548,1540000,43,28807,7729,2380,0.0024522,3.02
AUS,305,1991,4404,1680000,44,29364,7813,2399,0.0025878,3.02
AUS,305,1992,3936,1660000,52,29753,7914,2417,0.0026119,3.02
AUS,305,1993,4152,1730000,52,29325,7991,2436,0.002674,3.02
AUS,305,1994,4399,1600000,45,30404,8030,2454,0.002619,3.02
AUS,305,1995,4990,2129000,45,30748,8047,2459,0.002805,3.02
AUS,305,1996,4442,2098000,45,32170,8058,2463,0.0026728,3.02
AUS,305,1997,5181,1786000,48,35772,8072,2468,0.0028222,3.02
AUS,305,1998,5282,1796000,60,35759,8140,2473,0.002979,3.02
AUS,305,1999,5202,1696000,49,35778,8177,2477,0.0028286,3.02
AUS,305,2000,5707,1612000,40,35797,8211,2481,0.002753,3.02
AUS,305,2001,5869,1417000,35,35815,8211,2484,0.0027033,3.02
HUN,310,1918,0,-9,-9,2518,7811,1173,0.0047665,3.02
HUN,310,1919,0,9584,27,3054,7880,1176,0.0037849,3.02
HUN,310,1920,62,9071,27,3704,7950,1179,0.0039827,3.02
HUN,310,1921,166,7250,35,4473,8029,1181,0.0046808,3.02
HUN,310,1922,257,18996,35,5185,8103,1182,0.0051828,3.02
HUN,310,1923,283,-9,35,5671,8173,1184,0.005537,3.02
HUN,310,1924,239,32126,35,5519,8232,1186,0.0061173,3.02
HUN,310,1925,231,18812,35,4941,8299,1187,0.0051565,3.02
HUN,310,1926,325,19484,35,5076,8383,1195,0.00532,3.02
HUN,310,1927,472,18147,35,6035,8454,1203,0.005396,3.02
HUN,310,1928,486,19425,35,6427,8520,1215,0.0052301,3.02
HUN,310,1929,514,19766,35,6834,8583,1228,0.0051483,3.02
HUN,310,1930,369,19022,35,5816,8649,1247,0.0049298,3.02
HUN,310,1931,316,16607,35,5271,8723,1253,0.0049802,3.02
HUN,310,1932,180,16100,35,4773,8785,1279,0.0049018,3.02
HUN,310,1933,228,14825,35,4778,8848,1286,0.0046575,3.02
HUN,310,1934,315,24525,35,5210,8919,1294,0.0047259,3.02
HUN,310,1935,446,28235,35,5351,8985,1306,0.00451,3.02
HUN,310,1936,553,31686,35,5836,9046,1313,0.0045463,3.02
HUN,310,1937,665,40571,35,6645,9107,1324,0.0046028,3.02
HUN,310,1938,647,45848,35,6676,9167,1331,0.0046944,3.02
HUN,310,1939,733,57861,33,7074,9227,1338,0.0042844,3.02
HUN,310,1940,750,-9,-9,7915,9287,1341,0.0053605,3.02
HUN,310,1941,782,110555,-9,8655,9344,1357,0.0048101,3.02
HUN,310,1942,784,-9,350,9122,9396,1362,0.0066142,3.02
HUN,310,1943,776,242120,-9,9246,9442,1364,0.0047858,3.02
HUN,310,1944,694,433638,-9,7621,9497,1379,0.0045461,3.02
HUN,310,1945,129,-9,-9,4048,9024,1384,0.0036055,3.02
HUN,310,1946,343,105863,18,5324,9042,1389,0.0035614,3.02
HUN,310,1947,597,118212,15,6910,9079,1396,0.0037017,3.02
HUN,310,1948,770,127655,35,8254,9158,1405,0.0041569,3.02
HUN,310,1949,860,136850,55,9991,9249,1414,0.0044192,3.02
HUN,310,1950,1048,142758,105,7470,9341,1558,0.0048075,3.02
HUN,310,1951,1290,149672,155,8770,9428,1609,0.0051205,3.02
HUN,310,1952,1459,153421,170,10845,9511,1660,0.0052081,3.02
HUN,310,1953,1543,165844,181,12776,9604,1723,0.0052974,3.02
HUN,310,1954,1491,171981,193,13777,9717,1781,0.0054142,3.02
HUN,310,1955,1629,184628,204,14551,9825,1802,0.0051516,3.02
HUN,310,1956,1415,212680,215,13411,9911,1824,0.0050258,3.02
HUN,310,1957,1375,99424,5,15428,9840,1859,0.0031207,3.02
HUN,310,1958,1627,136412,30,16122,9882,1875,0.0035703,3.02
HUN,310,1959,1759,140000,55,17359,9937,1892,0.0036965,3.02
HUN,310,1960,1887,173623,80,18716,9984,1908,0.0038659,3.02
HUN,310,1961,2053,203090,115,20094,10029,1979,0.0042994,3.02
HUN,310,1962,2333,284885,120,21122,10063,2084,0.0044578,3.02
HUN,310,1963,2374,350899,156,23402,10091,2185,0.0047462,3.02
HUN,310,1964,2365,348290,156,25515,10124,2360,0.0046281,3.02
HUN,310,1965,2520,280781,156,25522,10153,2403,0.004533,3.02
HUN,310,1966,2649,288647,156,26014,10185,2447,0.0043504,3.02
HUN,310,1967,2739,320784,156,25006,10223,2492,0.0042326,3.02
HUN,310,1968,2902,456158,146,26486,10264,2600,0.004198,3.02
HUN,310,1969,3033,947858,146,27398,10303,2616,0.0044509,3.02
HUN,310,1970,3108,728753,146,30191,10337,2631,0.0041706,3.02
HUN,310,1971,3111,1249100,146,30038,10365,2773,0.0045075,3.02
HUN,310,1972,3274,1276800,146,30866,10394,2793,0.0043743,3.02
HUN,310,1973,3327,1373900,140,32816,10426,2845,0.0042235,3.02
HUN,310,1974,3467,1562000,125,33769,10471,2864,0.0040991,3.02
HUN,310,1975,3673,1712200,118,35147,10532,2895,0.0041692,3.02
HUN,310,1976,3652,1657400,118,37627,10589,2924,0.0040484,3.02
HUN,310,1977,3723,1743200,122,38442,10637,3051,0.0040682,3.02
HUN,310,1978,3877,2027100,122,40039,10673,3182,0.0040663,3.02
HUN,310,1979,3908,2014800,121,41128,10698,3127,0.0039099,3.02
HUN,310,1980,3764,2618459,120,40380,10707,3130,0.0039501,3.02
HUN,310,1981,3643,2893015,119,40718,10700,3151,0.0039261,3.02
HUN,310,1982,3702,3084079,119,40957,10683,3169,0.0039828,3.02
HUN,310,1983,3616,3134502,118,41820,10656,3176,0.0038919,3.02
HUN,310,1984,3750,2136477,118,42419,10619,3288,0.0036033,3.02
HUN,310,1985,3646,1548973,117,39696,10579,3306,0.0033739,3.02
HUN,310,1986,3713,2400000,116,39871,10534,3330,0.0034967,3.02
HUN,310,1987,3621,2369000,116,39370,10486,3352,0.0033658,3.02
HUN,310,1988,3583,975000,117,39021,10443,3373,0.0030061,3.02
HUN,310,1989,3220,1810000,109,37760,10398,3299,0.0030513,3.02
HUN,310,1990,2730,1450000,94,32517,10365,3225,0.0026046,3.02
HUN,310,1991,1900,1240000,87,33142,10346,3230,0.0024473,3.02
HUN,310,1992,1541,816800,78,30531,10324,3220,0.0022343,3.02
HUN,310,1993,1752,702200,65,31751,10294,3210,0.002179,3.02
HUN,310,1994,1938,770000,60,29932,10261,3162,0.0021378,3.02
HUN,310,1995,1861,613000,60,32953,10229,3094,0.0020837,3.02
HUN,310,1996,1872,713000,50,34444,10193,3066,0.0020272,3.02
HUN,310,1997,1690,666000,50,35771,10153,3032,0.0020029,3.02
HUN,310,1998,1816,673000,43,35628,10116,3001,0.0019859,3.02
HUN,310,1999,1813,768000,51,35637,10076,2970,0.0020418,3.02
HUN,310,2000,1871,805000,44,35647,10036,2968,0.0019661,3.02
HUN,310,2001,1954,909000,34,35656,10036,2966,0.0019257,3.02
CZE,315,1918,694,19847,150,21780,13204,904,0.0082976,3.02
CZE,315,1919,786,21741,150,20823,13398,929,0.0106042,3.02
CZE,315,1920,973,23351,150,20579,13530,969,0.0106993,3.02
CZE,315,1921,918,27478,150,19868,13664,1012,0.0123915,3.02
CZE,315,1922,721,34809,150,17919,13796,1056,0.0110169,3.02
CZE,315,1923,1180,66784,150,18752,13935,1102,0.0133963,3.02
CZE,315,1924,1350,64249,150,23871,14074,1150,0.0157894,3.02
CZE,315,1925,1475,59127,125,21312,14197,1200,0.013956,3.02
CZE,315,1926,1345,48949,120,21210,14312,1253,0.0131442,3.02
CZE,315,1927,1689,52114,127,22601,14409,1307,0.0135347,3.02
CZE,315,1928,1973,53620,130,24701,14500,1365,0.0138469,3.02
CZE,315,1929,2193,53043,130,27496,14589,1384,0.0138518,3.02
CZE,315,1930,1817,50335,130,24374,14682,1417,0.0136376,3.02
CZE,315,1931,1514,52226,129,22932,14786,1452,0.0142802,3.02
CZE,315,1932,672,47952,118,20010,14886,1469,0.0126398,3.02
CZE,315,1933,734,45995,122,18456,14977,1510,0.0115849,3.02
CZE,315,1934,940,83542,118,18482,15057,1554,0.0116052,3.02
CZE,315,1935,1178,67319,117,18960,15127,1596,0.0102199,3.02
CZE,315,1936,1538,83040,163,20587,15187,1603,0.0114535,3.02
CZE,315,1937,2301,156591,163,25042,15250,1619,0.012969,3.02
CZE,315,1938,1800,201459,163,27589,14600,1623,0.0130477,3.02
CZE,315,1939,2421,268742,163,30745,14680,1636,0.0121637,3.02
CZE,315,1945,993,305677,250,21491,14150,1641,0.0068648,3.02
CZE,315,1946,1677,379912,250,26595,12920,1657,0.0110354,3.02
CZE,315,1947,2286,466921,250,30378,12160,1666,0.0120438,3.02
CZE,315,1948,2621,537758,250,31659,12339,1684,0.0126014,3.02
CZE,315,1949,2806,618566,250,34532,12339,1703,0.012613,3.02
CZE,315,1950,3122,726940,250,30956,12389,1722,0.0124651,3.02
CZE,315,1951,3455,893010,250,32902,12532,1741,0.0115531,3.02
CZE,315,1952,3754,821650,250,35130,12683,1761,0.0109378,3.02
CZE,315,1953,4366,764401,250,36480,12820,1781,0.0108007,3.02
CZE,315,1954,4270,717597,250,39052,12952,1802,0.0108712,3.02
CZE,315,1955,4474,825411,250,40506,13093,1822,0.0099775,3.02
CZE,315,1956,4882,917982,250,43987,13229,1843,0.0102756,3.02
CZE,315,1957,5166,967198,250,46643,13358,1865,0.0104,3.02
CZE,315,1958,5509,961195,250,51136,13474,1918,0.010948,3.02
CZE,315,1959,6136,968001,303,51304,13565,1931,0.011097,3.02
CZE,315,1960,6768,1003203,303,54574,13654,1944,0.0110021,3.02
CZE,315,1961,7043,1111500,310,59156,13780,1958,0.011341,3.02
CZE,315,1962,7639,1275300,305,63408,13860,1971,0.011413,3.02
CZE,315,1963,7600,1266994,301,67140,13952,1985,0.0109536,3.02
CZE,315,1964,8377,1205602,301,69928,14058,1999,0.0106412,3.02
CZE,315,1965,8599,1184626,267,69061,14159,2048,0.0101405,3.02
CZE,315,1966,9124,1300925,259,69605,14240,2098,0.0097682,3.02
CZE,315,1967,10002,1510973,259,69506,14305,2172,0.0098716,3.02
CZE,315,1968,10555,1740938,250,72887,14361,2202,0.0097255,3.02
CZE,315,1969,10802,1997507,210,78286,14415,2256,0.0093452,3.02
CZE,315,1970,11480,2178178,222,80675,14334,2310,0.0092886,3.02
CZE,315,1971,12064,2580700,222,85014,14390,2331,0.0097402,3.02
CZE,315,1972,12727,2826300,221,86132,14465,2329,0.0095566,3.02
CZE,315,1973,13158,3151000,223,86886,14560,2369,0.0092591,3.02
CZE,315,1974,13640,3389700,218,88238,14686,2379,0.0091397,3.02
CZE,315,1975,14323,3778500,210,91851,14802,2421,0.0095964,3.02
CZE,315,1976,14693,4017100,210,95532,14918,2519,0.0094911,3.02
CZE,315,1977,15064,4203400,180,98411,15030,2561,0.0093229,3.02
CZE,315,1978,15294,4686400,183,101891,15137,2604,0.0091426,3.02
CZE,315,1979,14817,5039800,187,100339,15237,2659,0.0087547,3.02
CZE,315,1980,15225,5332014,190,103331,15311,2757,0.0089292,3.02
CZE,315,1981,15270,5949861,194,100832,15320,2759,0.0090011,3.02
CZE,315,1982,14992,6800127,198,99344,15369,2761,0.009301,3.02
CZE,315,1983,15204,7157239,202,99578,15414,2776,0.0092426,3.02
CZE,315,1984,14831,5052634,206,102944,15458,2909,0.0084272,3.02
CZE,315,1985,15036,4849000,210,101407,15499,2918,0.0083659,3.02
CZE,315,1986,15112,4730000,214,103628,15534,3041,0.0083255,3.02
CZE,315,1987,15416,5420000,215,103096,15572,3153,0.0082955,3.02
CZE,315,1988,15380,5360000,211,101574,15607,3183,0.0079176,3.02
CZE,315,1989,15468,4600000,175,100212,15638,3195,0.0077119,3.02
CZE,315,1990,14880,4320000,198,93210,15661,3208,0.0072975,3.02
CZE,315,1991,12072,946400,154,85645,15583,3193,0.0060087,3.02
CZE,315,1992,7349,954000,154,81269,15731,3193,0.0050103,3.02
CZR,316,1993,6732,808500,107,57330,10331,2517,0.0039131,3.02
CZR,316,1994,7085,770300,90,56268,10336,2413,0.0038026,3.02
CZR,316,1995,7184,1120000,68,54225,10331,2403,0.0036263,3.02
CZR,316,1996,6509,1176000,62,57050,10315,2393,0.0034532,3.02
CZR,316,1997,6750,987000,55,57148,10304,2383,0.003393,3.02
CZR,316,1998,6498,1178000,56,55472,10282,2387,0.0034114,3.02
CZR,316,1999,5616,1115000,54,55477,10262,2172,0.0031392,3.02
CZR,316,2000,6216,1148000,58,55481,10244,2171,0.0031989,3.02
CZR,316,2001,6316,1167000,54,55486,10244,2171,0.0031979,3.02
SLO,317,1993,3922,348000,33,21017,5325,676,0.0017532,3.02
SLO,317,1994,3948,315200,47,20036,5347,683,0.0018246,3.02
SLO,317,1995,3975,455000,47,21258,5364,691,0.0018373,3.02
SLO,317,1996,3602,469000,46,22856,5374,693,0.0017659,3.02
SLO,317,1997,3835,414000,44,23562,5383,692,0.0017792,3.02
SLO,317,1998,3428,423000,37,23400,5377,691,0.0016686,3.02
SLO,317,1999,3569,305000,36,23408,5382,693,0.0016509,3.02
SLO,317,2000,3733,342000,39,23415,5387,696,0.0016567,3.02
SLO,317,2001,3989,386000,45,23423,5387,699,0.0017759,3.02
ITA,325,1816,0,836,19,0,3760,0,0.0069694,3.02
ITA,325,1817,0,859,39,0,3794,0,0.0090775,3.02
ITA,325,1818,0,867,39,0,3830,0,0.009531,3.02
ITA,325,1819,0,893,39,0,3865,0,0.0093102,3.02
ITA,325,1820,0,908,41,0,3901,0,0.0092055,3.02
ITA,325,1821,10,931,43,0,3938,0,0.0108699,3.02
ITA,325,1822,10,967,56,0,3974,0,0.0120341,3.02
ITA,325,1823,10,983,19,0,4011,0,0.009267,3.02
ITA,325,1824,10,1004,27,0,4049,0,0.009975,3.02
ITA,325,1825,10,1024,27,0,4086,0,0.0102191,3.02
ITA,325,1826,10,1046,27,0,4124,0,0.0104737,3.02
ITA,325,1827,10,1067,27,0,4163,104,0.0124205,3.02
ITA,325,1828,10,1082,31,0,4201,112,0.012856,3.02
ITA,325,1829,10,1109,31,0,4240,122,0.0127161,3.02
ITA,325,1830,10,1124,31,0,4280,131,0.0123345,3.02
ITA,325,1831,10,1468,31,0,4320,142,0.0125916,3.02
ITA,325,1832,10,1327,31,0,4360,153,0.0125312,3.02
ITA,325,1833,10,1238,31,0,4401,166,0.0126177,3.02
ITA,325,1834,10,1325,31,0,4449,179,0.0133538,3.02
ITA,325,1835,10,1247,38,1,4498,193,0.0138044,3.02
ITA,325,1836,10,1148,38,3,4548,209,0.013259,3.02
ITA,325,1837,10,1138,38,5,4599,226,0.0136975,3.02
ITA,325,1838,10,1143,38,3,4650,226,0.0133908,3.02
ITA,325,1839,20,1171,35,14,4655,227,0.0134028,3.02
ITA,325,1840,20,1322,38,13,4660,228,0.0132841,3.02
ITA,325,1841,20,1228,35,24,4665,229,0.0125609,3.02
ITA,325,1842,20,1161,31,34,4670,230,0.0121187,3.02
ITA,325,1843,20,1129,28,36,4675,231,0.0116751,3.02
ITA,325,1844,20,1245,28,38,4681,232,0.0117795,3.02
ITA,325,1845,20,1241,28,51,4738,233,0.0116004,3.02
ITA,325,1846,20,1290,32,51,4797,234,0.0110941,3.02
ITA,325,1847,20,1270,36,48,4856,235,0.0113832,3.02
ITA,325,1848,20,3985,70,56,4916,237,0.0183909,3.02
ITA,325,1849,20,3646,70,61,4928,238,0.0175599,3.02
ITA,325,1850,20,1612,41,84,4940,239,0.0119524,3.02
ITA,325,1851,20,1538,55,88,4953,240,0.0129318,3.02
ITA,325,1852,20,1490,55,93,4966,241,0.0122853,3.02
ITA,325,1853,20,1444,51,109,4978,242,0.0115404,3.02
ITA,325,1854,20,1448,51,102,4991,243,0.0095717,3.02
ITA,325,1855,20,2241,53,98,5003,244,0.009785,3.02
ITA,325,1856,20,2564,52,122,5016,245,0.0100302,3.02
ITA,325,1857,20,1665,51,136,5029,246,0.010384,3.02
ITA,325,1858,20,1641,51,140,5042,247,0.0105224,3.02
ITA,325,1859,20,5716,53,193,5054,248,0.0147915,3.02
ITA,325,1860,20,10808,184,235,23927,249,0.0286275,3.02
ITA,325,1861,27,11509,201,240,24108,1589,0.0338316,3.02
ITA,325,1862,29,14639,185,446,24290,1599,0.0340356,3.02
ITA,325,1863,24,12828,275,390,24470,1608,0.0350565,3.02
ITA,325,1864,21,12750,365,557,24710,1618,0.0357457,3.02
ITA,325,1865,17,9102,209,468,24970,1628,0.0343811,3.02
ITA,325,1866,20,22345,233,541,25200,1639,0.050007,3.02
ITA,325,1867,22,7084,394,543,25340,1774,0.0406463,3.02
ITA,325,1868,18,6786,294,660,25440,1792,0.0367125,3.02
ITA,325,1869,20,6746,204,723,25590,1811,0.0337406,3.02
ITA,325,1870,20,8053,174,1028,25860,1830,0.0313085,3.02
ITA,325,1871,17,6531,353,882,25950,2039,0.035308,3.02
ITA,325,1872,24,7052,175,1127,26880,2074,0.0336404,3.02
ITA,325,1873,29,8055,161,1040,27050,2108,0.0331825,3.02
ITA,325,1874,29,7198,177,1124,27220,2143,0.0328565,3.02
ITA,325,1875,28,7677,179,1154,27380,2179,0.0330673,3.02
ITA,325,1876,19,8066,156,1547,27550,2216,0.030691,3.02
ITA,325,1877,16,8933,152,1431,27710,2253,0.0302086,3.02
ITA,325,1878,19,8909,203,1422,27880,2290,0.031478,3.02
ITA,325,1879,12,8073,167,1638,28040,2329,0.0313919,3.02
ITA,325,1880,17,8872,167,1851,28210,2368,0.0321662,3.02
ITA,325,1881,28,9633,167,2189,28380,2407,0.0321655,3.02
ITA,325,1882,25,10690,162,2327,28560,2448,0.0324062,3.02
ITA,325,1883,24,12290,163,2502,28770,2483,0.0349415,3.02
ITA,325,1884,18,12708,223,2771,28980,2518,0.0366189,3.02
ITA,325,1885,16,12898,226,3150,29190,2554,0.036638,3.02
ITA,325,1886,12,13001,227,3090,29400,2591,0.0366324,3.02
ITA,325,1887,12,16384,230,3782,29610,2628,0.0391713,3.02
ITA,325,1888,12,21137,237,4093,29820,2666,0.0410486,3.02
ITA,325,1889,13,16296,256,4220,30040,2704,0.038127,3.02
ITA,325,1890,14,15198,257,4576,30250,2743,0.0364506,3.02
ITA,325,1891,12,13827,265,4130,30460,2782,0.0355826,3.02
ITA,325,1892,13,13133,241,4088,30670,2822,0.0340464,3.02
ITA,325,1893,8,13174,264,3944,30880,2862,0.0341339,3.02
ITA,325,1894,10,11218,250,4915,31090,2903,0.0318843,3.02
ITA,325,1895,9,16677,229,4517,31300,2945,0.0344914,3.02
ITA,325,1896,7,13452,226,4314,31510,2987,0.0317374,3.02
ITA,325,1897,8,13849,247,4486,31720,3030,0.0308702,3.02
ITA,325,1898,12,13716,318,4659,31930,3073,0.030992,3.02
ITA,325,1899,19,12506,264,5114,32140,3117,0.028868,3.02
ITA,325,1900,116,14112,262,5237,32350,3162,0.0281645,3.02
ITA,325,1901,129,13573,262,5077,32530,3208,0.0279155,3.02
ITA,325,1902,135,13638,276,5652,32700,3277,0.0284554,3.02
ITA,325,1903,187,14385,270,5771,32830,3348,0.0289606,3.02
ITA,325,1904,201,14580,263,6143,33020,3420,0.0280625,3.02
ITA,325,1905,270,14844,266,6745,33190,3494,0.0252242,3.02
ITA,325,1906,391,15766,267,7984,33320,3570,0.0283242,3.02
ITA,325,1907,430,16452,219,8618,33510,3647,0.0279325,3.02
ITA,325,1908,537,18265,227,8849,33790,3726,0.0294066,3.02
ITA,325,1909,662,19573,251,9770,34120,3806,0.0298092,3.02
ITA,325,1910,732,22016,252,9820,34380,3888,0.0305686,3.02
ITA,325,1911,736,29379,291,10165,34680,3973,0.0332649,3.02
ITA,325,1912,918,38849,398,10690,35030,4058,0.0392625,3.02
ITA,325,1913,934,40379,288,11512,35420,4146,0.0335035,3.02
ITA,325,1914,911,87453,344,10508,35890,4097,0.0256768,3.02
ITA,325,1915,1009,105871,3159,9206,36390,4014,0.0339822,3.02
ITA,325,1916,1269,164207,3159,9132,36710,3963,0.0344537,3.02
ITA,325,1917,1332,197412,3159,6311,36660,3906,0.0323018,3.02
ITA,325,1918,933,228943,3159,7382,36280,4351,0.0332981,3.02
ITA,325,1919,732,273088,2000,7442,36070,4840,0.0449902,3.02
ITA,325,1920,774,305619,840,6956,36370,5001,0.0353232,3.02
ITA,325,1921,700,490890,290,8650,37974,5168,0.0352289,3.02
ITA,325,1922,983,384911,291,10058,38200,5340,0.0335092,3.02
ITA,325,1923,1142,186033,311,10524,38500,5518,0.0290861,3.02
ITA,325,1924,1359,175163,380,12677,38780,5701,0.0349371,3.02
ITA,325,1925,1786,160126,299,12227,39110,5891,0.0311098,3.02
ITA,325,1926,1780,174453,317,14185,39460,6088,0.0321949,3.02
ITA,325,1927,1596,296251,318,16136,39810,6290,0.034717,3.02
ITA,325,1928,1960,258203,317,14858,40190,6500,0.0324997,3.02
ITA,325,1929,2122,259732,315,17036,40550,6717,0.0321355,3.02
ITA,325,1930,1743,266243,333,15485,40890,6940,0.0321033,3.02
ITA,325,1931,1409,298244,314,13505,41250,7172,0.0328862,3.02
ITA,325,1932,1396,282783,354,11166,41580,7289,0.0367399,3.02
ITA,325,1933,1771,351603,363,12035,41930,7409,0.0372144,3.02
ITA,325,1934,1850,455733,362,15445,42280,7530,0.0351188,3.02
ITA,325,1935,2209,513379,1380,17645,42630,7654,0.0511954,3.02
ITA,325,1936,2025,1149686,343,12086,42960,7780,0.039338,3.02
ITA,325,1937,2087,1235503,466,17037,43270,7907,0.038719,3.02
ITA,325,1938,2323,746050,486,16796,43600,8037,0.0318488,3.02
ITA,325,1939,2283,669412,581,16851,44020,8196,0.0270297,3.02
ITA,325,1940,2258,606523,1634,17366,44470,8304,0.0295233,3.02
ITA,325,1941,2063,541238,-9,15703,44830,8432,0.0200505,3.02
ITA,325,1942,1934,493476,3750,15057,45100,8574,0.0352171,3.02
ITA,325,1943,1727,412981,1702,3388,44830,8682,0.0219315,3.02
ITA,325,1944,1026,342218,283,2459,44940,8723,0.0139946,3.02
ITA,325,1945,395,305412,276,1882,45090,8799,0.0127712,3.02
ITA,325,1946,1153,213807,260,9268,45380,8885,0.01829,3.02
ITA,325,1947,1691,309848,280,15293,45720,9007,0.0182076,3.02
ITA,325,1948,2125,446073,310,15555,46381,9130,0.0192622,3.02
ITA,325,1949,2055,523478,330,16965,46733,9252,0.018569,3.02
ITA,325,1950,2362,564799,235,17468,47104,9374,0.017447,3.02
ITA,325,1951,3062,731199,320,22123,47417,9559,0.0181058,3.02
ITA,325,1952,3535,833599,325,25835,47666,9799,0.0176848,3.02
ITA,325,1953,3500,768000,330,31551,47957,10045,0.0173037,3.02
ITA,325,1954,4207,869022,315,37314,48299,10298,0.0181808,3.02
ITA,325,1955,5395,881741,318,40846,48633,10557,0.0175755,3.02
ITA,325,1956,5908,934624,320,44882,48920,10822,0.0178027,3.02
ITA,325,1957,6787,977647,321,47552,49181,11144,0.0181867,3.02
ITA,325,1958,6271,1035382,321,51597,49475,11475,0.0182354,3.02
ITA,325,1959,6762,1068909,321,55818,48831,11817,0.0178579,3.02
ITA,325,1960,8229,1144053,321,63275,50200,12168,0.018193,3.02
ITA,325,1961,9124,1206895,470,70634,50536,12530,0.0200094,3.02
ITA,325,1962,9490,1387366,470,81160,50879,12980,0.020073,3.02
ITA,325,1963,10157,1661000,515,90736,51252,13145,0.0205556,3.02
ITA,325,1964,9793,1796000,590,102898,51675,13523,0.0206791,3.02
ITA,325,1965,12660,1940000,460,120220,52112,13922,0.0211042,3.02
ITA,325,1966,13639,2148000,435,138799,52519,14332,0.0209848,3.02
ITA,325,1967,15890,2176000,430,148683,52900,14754,0.0213543,3.02
ITA,325,1968,16963,2249000,430,161804,53236,15121,0.02115,3.02
ITA,325,1969,16428,2265000,435,177058,53538,15279,0.0204755,3.02
ITA,325,1970,17277,2497000,435,195742,53822,15631,0.0202803,3.02
ITA,325,1971,17452,2987434,435,200539,54073,15799,0.0205727,3.02
ITA,325,1972,19815,3707006,510,207154,54381,15867,0.0213097,3.02
ITA,325,1973,20995,4102916,548,220322,54751,15934,0.0212121,3.02
ITA,325,1974,23803,4385984,534,211276,55111,16003,0.0210804,3.02
ITA,325,1975,21836,4754538,459,183426,55441,16071,0.0198713,3.02
ITA,325,1976,23446,4335080,455,198020,55718,16118,0.0196486,3.02
ITA,325,1977,23334,5137184,475,201272,55955,16145,0.0197656,3.02
ITA,325,1978,24283,6246318,489,209090,56155,16144,0.0197375,3.02
